tweet,OFF,HS,VLG,VIO,HS_HS1,HS_HS2,HS_HS3,HS_HS5,HS_HS6,HS_NOT_HS
@USER <LF>ايطالي ولا معزاية اختارو 😂😂😂😂😂😂😂😂😂😂😂🐐🐐🐐🐐🐐🐐🐐🐐 دخيل معزايتك ما احلاها وقت ترعى بالتايم وتلملم اكلاتها 😂😂😂😂😂😂😂😂🌴🌿☘🍀☘🌿🌿🍃🌴🌾☘🍀🍀🌿,1,NOT_HS,0,0,0,0,0,0,0,1
البت الكيوت 👧 لما تروح تشترى لبن😄 بعد اذنك ياعمو انا عايزة عصير بقر 😂😂👊,0,NOT_HS,0,0,0,0,0,0,0,1
@USER 😓😓انا كان ربحنا فريق عربي الاهلي المصري ولاغيرو ماتفرقش معايا اللعبة ماهي الا ربحة وخسارة اما هوما الكلاب مخيرينهم كعبة كعبة رقدت بغصتي البارح😓😓🤢,1,HS3,0,0,0,0,1,0,0,0
حلفو باجر دوام 🤢,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER يقولون من زان شعرها زان يومها مادري من اللي قايلة بس اشهد انه صادق 👊😁<LF><LF>صباحكم ناس مواصلة وبتجيب العيد 😊,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER عيني عينك التكييس😂👊🏻,0,NOT_HS,0,0,0,0,0,0,0,1
@USER عادي ما وقفت الحياه عليه😹😹👊,0,NOT_HS,0,0,0,0,0,0,0,1
@USER فئه كريهه عندي كثيريينن منهم🤮🤮,1,NOT_HS,0,0,0,0,0,0,0,1
RT @USER -لو سمحتي كنت عاوز رقم تليفونك<LF>-عشان ايه ؟!<LF>- عشان خاطري 🐸🐸,0,NOT_HS,0,0,0,0,0,0,0,1
@USER حيييل صدمه مريت بيوم ياجمالها ومريت اليوم الي بعده صااااعقه شنو هالتخلف والله😡😠,1,NOT_HS,0,0,0,0,0,0,0,1
انت محدش بيحبك <LF>ومحدش مهتم بيك <LF>ومحدش عايزاك اصلا في حياته..<LF> انت قلقاسه 🐸😅,0,NOT_HS,0,0,0,0,0,0,0,1
@USER ياليت  يرجع  زمن  الطيبين  كان القناة الاولى  المذيعين رجال  بس  والحين  نساء 👎,0,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا<LF>خلاص الله يهبلكم قنبلة نمت وصحيت ونمت وصحيت وذا ترند أنا انسحب من فريق البنات فشلتونا بين العربان لا أشوف وحده تقول تكفين اقعدي خلاص قررت الإنسحاب 😂🔪.,1,HS6,0,0,0,0,0,0,1,0
RT @USER الهندي قاعد يثبت للمعزّب إن الخروف 🐑صار صديقه حتى ما يذبحه 😂<LF>•<LF>•<LF>الهندي توالف مع الخروف 💔 يقول هذا حقي انا URL,1,HS1,0,0,1,0,0,0,0,0
@USER راكبتني الهموم يالتيم ماتشوف ليي حل من هالمصايب ؟ 😣💔,0,NOT_HS,0,0,0,0,0,0,0,1
نتيجة اي اللى كمان يومين😳😒 ملحقنااش ناخد نفسنا🐸,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER والله يانتم اشغلتونا ببايع الكليجا 🤢,0,NOT_HS,0,0,0,0,0,0,0,1
خطه تدمير نادى الزمالك تسير بنجاح <LF>😠😠😠😠😠😠😠😠,0,NOT_HS,0,0,0,0,0,0,0,1
لاتوصل ولاتسال كلن على همه سرا💩💩,0,NOT_HS,0,0,0,0,0,0,0,1
من قو الضحك ماصار يطلع صوت والله من النذاله الي فيك 😂🔪 URL,1,NOT_HS,0,0,0,0,0,0,0,1
@USER صباحك ورد وجوري بلاش 🔪😹,0,NOT_HS,0,0,0,0,0,0,0,1
وش شعورك ياخروفه وهو ساحب عليك ويغطي وجهه عنك تركتي رضى ربك وتربية ابوك ورا ظهرك عشان شهوتك 🤢😷 #بايع_الكليجا,1,HS6,0,0,0,0,0,0,1,0
من يوم ركبت السياره وعيوني تدمع 💔💔💔🔪,0,NOT_HS,0,0,0,0,0,0,0,1
هذييي😣 @USER,0,NOT_HS,0,0,0,0,0,0,0,1
أيام الأسبوع سبعه نختمها بيوم الجمعه👍🏼 سبت👆🏼 أحد🖕🏼والإثنين يقسم أسبوعي نصفين.,0,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا<LF><LF>شكراً ي بايع الكلجيه أضهرت لنا معدن بعض الساقطات 👎🏻👎🏻,1,HS6,0,0,0,0,0,0,1,0
@USER معلش 😂💔👊,0,NOT_HS,0,0,0,0,0,0,0,1
@USER ااهه لااهه محح اخخ 😰😣👅💘👌🏻😘🤦🏻‍♂️,0,NOT_HS,0,0,0,0,0,0,0,1
مؤلم عندما يكون بداخلك كلام ولاتجد من تفضفض له..😣,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER الا النمران يا 🐑🐑🐑🐑🐑🐑 #الا_النمران_يالخرفان,1,HS3,0,0,0,0,1,0,0,0
@USER بنت العم 😣😣💙,0,NOT_HS,0,0,0,0,0,0,0,1
@USER القافلة تسير والـ🐕🐕🐕تنبح..!!!,1,NOT_HS,0,0,0,0,0,0,0,1
@USER كسم امه وكس ام الاداره وكس ام الجمهور الي ساكت 😡,1,HS3,1,0,0,0,1,0,0,0
لا معليش ماتفقنا كذا اوفر🙂💔🔪🔪<LF>تسجيل خروج من كوكب الارض🚶🏻‍♂️🤦🏻‍♀️.<LF><LF> #بايع_الكليجا URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER احسبتها نتوكل . قلت لو اني عاد🐂,0,NOT_HS,0,0,0,0,0,0,0,1
@USER لعنتي من رباهم اذا هم اموات او كبار في السن يجهلون تصرفات بناتهم وش ذنبهم ي المتفشله ! هم قليلات حياء وانتي لعنتي ناس مالهم ذنب باللي صاير لاحول ولاقوه صدق مجتمع جاهل بتصرفاته .. 🤢,1,NOT_HS,0,0,0,0,0,0,0,1
RT @USER ايون 😂👊,0,NOT_HS,0,0,0,0,0,0,0,1
@USER اقوى وحده تهون عالناس 🙂🔪😂,0,NOT_HS,0,0,0,0,0,0,0,1
واحد جاه مولود وقاعد يلاعبه يبي يضحكه <LF>قالت له<LF>زوجته :مايضحك الا بعد أربعين يوم<LF>قال: بعد الاربعين  كلنا بنضحك 😂<LF>.<LF>.<LF> تفهم ما تفهم مشكلتك😂🔪🏃,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER كنت ابي اشرد منها بس هي جتلي 👊🏿 URL,0,NOT_HS,0,0,0,0,0,0,0,1
يارب فلتر الورد و الصياح ماتصير موضه 🤮,0,NOT_HS,0,0,0,0,0,0,0,1
@USER يع حامت كبدي من تجمع البنات حوله فشلونا والله كأنه اخر واحد مز بالكون 🤮 مير لو انه مالوما عذرتهم 😹😹😹,0,NOT_HS,0,0,0,0,0,0,0,1
ليه انهاردة جه ماكنا شفتنا ع التلات على طول بدل الاحلام المخترفه طول الليل و بسمع فى الحلم اغنيه كاظم مالى خلق احب وافترق نار العشق ناره تحرق حرق ..انا ايه اللى فكرنى بام الاغنيه دى دلوقت . عااااااااه😣 يارب عدى اليوم بقا بطنى كركبت,0,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا<LF>لا حول ولا قوة الا بالله العلي العظيم هذه العينات الموجودة لاتمثل بناتنا الطاهرات الشريفات العفيفات 👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊👊,1,NOT_HS,0,0,0,0,0,0,0,1
تخاطفتكم بقعاء انتم وذا اللي غثيتونا فيه👊🏻😶حسستوني انه الحين ملك جمال حسبالي فيه شيء عظيم قاعد يصير طلع ذا الله يستر علينا وعليه ويرد عقولكم لكم ي المخفات🤥<LF><LF> #بايع_الكليجا,1,NOT_HS,0,0,0,0,0,0,0,1
@USER انا كيذا شفت البائعه المُتحرشه رغم الكل متعاطف معها 😷,0,NOT_HS,0,0,0,0,0,0,0,1
من بداية السمستر بنقول الكهربية سهله ، و اسي اكلنا💩💩💔,1,NOT_HS,0,0,0,0,0,0,0,1
RT @USER البنت إذا لسبت كعب عالي 👠 <LF>😂😂😂😂 URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER جاني رسالة<LF> جعل يده كسر كاتب هذا كلام😭😠😡 URL,1,NOT_HS,0,0,0,0,0,0,0,1
ههههههههه شنو الواحد مايغني يعني😡😡 URL,0,NOT_HS,0,0,0,0,0,0,0,1
المره الجايه باخذ ساطوره عشان لما اطلع اتمشى اعرف اتعامل مع الهمل اللي يغازلون 😗👊🏼👊🏼🔪🔪,0,NOT_HS,0,0,0,0,0,0,0,1
جتكم القرف مليتوا البلد 😠 URL,1,NOT_HS,0,0,0,0,0,0,0,1
@USER انا داري عنها😤😤,0,NOT_HS,0,0,0,0,0,0,0,1
#افضح_معنفك<LF>والله ما اعرفه <LF>بس كنت عند اشاره ورميت قرطاس وجاء على قزازة نفسيه راعي فورد جنبي ونزل <LF>وعنفني تعنيف الله وكيلكم صرت بعدها اخاف من الفوردات والقراطيس 😣,1,NOT_HS,0,0,0,0,0,0,0,1
@USER اكتر جملة وهمية وبترفع الضغط😣😣,0,NOT_HS,0,0,0,0,0,0,0,1
@USER اي هين 😂😂🔪,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER مُترجم || الحلقة 342 من ويكلي ايدول بحضور سفنتين لترويجات كومبتا 🌸💜<LF>•<LF>•<LF>•<LF>استمتعوا كاراتز 🦄<LF>URL,0,NOT_HS,0,0,0,0,0,0,0,1
#حياتك23<LF>يالله يقهر برود عبدالاله🔪💔,0,NOT_HS,0,0,0,0,0,0,0,1
@USER مخفات استغفرالله بلاء الحمدلله الذي عافانا 🤮💔,1,NOT_HS,0,0,0,0,0,0,0,1
@USER يالعوباا ماتستحين انتي 😡,1,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا<LF>فشلونا الخفيفات ..<LF> ويقولون الشباب خرفان😷,1,HS6,0,0,0,0,0,0,1,0
@USER والله اكتشفت انو كلا الجنسين هنا حالتهم مزريه محرووومين بشكل 😷👎🏻,1,NOT_HS,0,0,0,0,0,0,0,1
انا مش متخيله الصيف هيبقي عامل ازاي 😤انا خايفه من دلوقتي والله😤✋,0,NOT_HS,0,0,0,0,0,0,0,1
كل الناس مقتنعه ان دي انا <LF>ربنا يسامحك😂😂👊 @USER URL,0,NOT_HS,0,0,0,0,0,0,0,1
للمره الثانبه احمل نفس الفيلم قبل م يتم العمليه يقول فشل😡,0,NOT_HS,0,0,0,0,0,0,0,1
@USER فتحة العدسه 2.0 والاماميه 5mp 🤮,0,NOT_HS,0,0,0,0,0,0,0,1
@USER والله هاد الجو خرج نوووم 😣 عندي عم تشتي أطلع الطلاب عالساحة واعطيهم درس عن المطر يعني 🤔,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER والله عيب 👎 URL,0,NOT_HS,0,0,0,0,0,0,0,1
#صلاه_الجنازه_القادمه_انت<LF>إن الله أنت قبلي 👊🏼,0,NOT_HS,0,0,0,0,0,0,0,1
@USER حبيبتي انا برا الامارات و جالسه ساعتين <LF>و عندي كود بس خلل بالاب و الموقع 🐸,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER هيا مشينا نسرح بالغنم 🏃🐐🐐🐐<LF><LF>مين فيكم كان يسرح بالغنم 🐐 URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER هذولم وش يبوووون 😠😠,0,NOT_HS,0,0,0,0,0,0,0,1
ابي سالب من شمال او شرق او جنوب او غرب الرياض  👊🏻😾<LF>#سالب_الرياض<LF>#مبادل_الرياض<LF>#بوث_الرياض<LF>#موجب_الرياض<LF>#فحل_الرياض<LF>#خنيث_الرياض<LF>#مشعر_الرياض<LF>#رجولي_الرياض<LF>#نحيف_الرياض #كاش_الرياض$$$,1,NOT_HS,1,0,0,0,0,0,0,1
RT @USER لا اثق 😣<LF><LF>القلوب متقلبة لا تثبت على حال,0,NOT_HS,0,0,0,0,0,0,0,1
@USER الله من زود الفراغة يا نورة.. انا و امج كنا ندرس  و بدون شغالات و تحملنا مسؤولية كل شي يوم نجيبكم 😣😥 قال اصور قال.. عساني ارضع و اوكل 😢😭🤑,0,NOT_HS,0,0,0,0,0,0,0,1
@USER اعجاب نظر مو مشكلة بس الي تتمحن وبفصخ له ومدري وش😷,1,NOT_HS,0,0,0,0,0,0,0,1
والله ثم والله لو يعطوني طائرة خاصه من هنا للملعب ويعطوني على كل دقيقة اجلس فيها 100الف دولار م قبلت العرض لاني اكره الكورة صياح ووجع راس وعفن والبعض متحمس م تدري على ايه!؟ وهو وزنه كل شهر يزيد اهتم بنفسك ثم شجع 😷👊🏼<LF>#بدت_حجوزات_كاس_العالم,0,NOT_HS,0,0,0,0,0,0,0,1
@USER دول بيكونوا جواسيس ع الهيئة ويستاهلوا قطع رقابيهم مش عيشهم 😡,1,NOT_HS,0,0,0,0,0,0,0,1
@USER كويس انك معترف مب مثل البعض يسب وينصح وهو باع🐑,1,NOT_HS,0,0,0,0,0,0,0,1
@USER ما راح اقول الكلام المعتاد لابن #واضي   قبضت من فلان ولا من علان لانك لست بالمستوى المرموق المؤدب المثقف المحترم الوطني المطلوب ،،  انت منطط ينطط والروتيت من ١~ ٣ رخص وجهل ووقاحه . لا كثر الله من امثالك في اليمن . فهم كثر في الحوثي . تنازلت ورديت عليك يا👞,1,HS3,0,0,0,0,1,0,0,0
بامسي الله ياخذك وياخذ حفصه وياك😡😡<LF>تورغوت😭😭💔💔 هذا اكيد المخرج يلعب باعصابنه مستحيل الي موجود بالاعلان😭<LF>وهذا الغبي الثاني السلطان 😡😡 وارطغرل😭😭<LF>الاعلان  الثاني وجع قلبي💔💔 <LF>#DirilişErtuğrul,1,NOT_HS,0,0,0,0,0,0,0,1
RT @USER #هشتاق / فيديو كلب رهيب<LF>🔥👊💢 <LF> مع الفنانه ساميه @USER بصوت /--- شرين عبد الوهاب<LF>من تصويري وإخراجي galalfasbka جلال فسبكه…,0,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا<LF><LF>مجتمع مسكين ...عاطفي متهور أحياناً يمنح الشهرة لمن لا يستحقها غالباً ...<LF><LF>كل هذا وهو بائع كليجا ...كيف لو شارك في قناة بداية سيصبح سيد المشاهير لدينا ...<LF><LF>عندما يذهب حياء المرأة تصبح بلا قيمة ولا  كرامة 👎,1,HS6,0,0,0,0,0,0,1,0
ما هي الكلمة التي تود أن يتوقف الجميع عن استخدامها؟ — فشخ💩💩💩 URL,1,NOT_HS,0,0,0,0,0,0,0,1
حملة #ادعم_ناديك ضحك واستغلال لعواطف الجماهير العاشقة والنتيجة معروفة والمستفيد واحد ✋🏻👎🏻,0,NOT_HS,0,0,0,0,0,0,0,1
@USER نصيحه ابعد عن الجلكسي 😷😷,0,NOT_HS,0,0,0,0,0,0,0,1
من باتمان إلى باتمان. <LF>طال غيابك يا باتمان. <LF>يكــ👊🏻... URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER المشكلة ان الصبح ده عاوز ناس تديك امل فاليوم والحياة فمبتلاقيش، الناس بتبصلك كانك انت اللي صحتهم كالنوم 😅😣,0,NOT_HS,0,0,0,0,0,0,0,1
@USER مات<LF>ليس دفاعا عن وحدة اليمن ولا لعروبته!<LF>بل هلك خائنا لوطنة متوشحا بالخزي والعار👎,1,NOT_HS,0,0,0,0,0,0,0,1
#لدغة_قاتلة ☢☢☢<LF>بدأت قناة العهر الإعلامي بلبنان <LF>نشر معلومات عن شاهد عيان <LF>الله ياخدكم انتوا معه😠😠😠<LF>أن سورية استعملت غاز الكلور والإصابات بالعشرات <LF>لعنكم الله يا أولاد الحرام👹👹<LF>وكل عمركم مع الارهابيين وبتمويل وهابي نجس كزعاماتكم💩💩<LF>اليوم الموفد السعودي سيدعس على رأسكم😁 URL,1,HS1,0,1,1,0,0,0,0,0
RT @USER #العذراء يشغل نفسه اذا عنده مشاكل بمشاكل غيره...👎🏻👎🏻 <LF>المفروض لنفسنا علينا حق.<LF>سنابنا:efhmbrjk,0,NOT_HS,0,0,0,0,0,0,0,1
@USER لي الشرررف 🐕👅,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER انمسحت الأرض بكرامة راعي التميس 😂😂😂🐸🐸🐸,1,NOT_HS,0,0,0,0,0,0,0,1
URL #MySarahah @USER ماكو قذله الحين ليش مناشبني وماكانت مدهنه ماتعرف الشعر الصحي😠😂 URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER الله يوفقكم ...<LF>وانا 😢😣😞,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER مب على كيفك توقف يوم تحمست 😡 URL,0,NOT_HS,0,0,0,0,0,0,0,1
ترا ماله داعي تتريقو على اي شي يصير ترا وربي اشكالكم تقرف😷,1,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا<LF>سبحان الله بعض العيال قاعدين يستشرفون علينا ويطلبون نغض بصرنا وهو اذا شاف حرمه عينه تقل بندق يشق هدومها من نظراته 🖕🏼,1,HS6,0,0,0,0,0,0,1,0
@USER ييييع🤢🤢,0,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا <LF>الله يفشلكم تراه انسان طبيعي حالنا حاله بذي التصرفات بتزعجونه خلي عندكن شوي حيا يامشفوحات ماعندكم حياة انتم 😷,1,HS6,0,0,0,0,0,0,1,0
@USER المعيار والمقياس للحكم .. قال الله وقال رسول الله .. 👌👌👌<LF>مش قال مجلس الأمن والأمم المتحده 👎👎👎,0,NOT_HS,0,0,0,0,0,0,0,1
هههه الحمدلله هاشتاق مجنون الموت جاي جاي الحمدلله نحب لقاء الله اهم شيء حسن الختام قال انت 😤😤😤 #صلاه_الجنازه_القادمه_انت,0,NOT_HS,0,0,0,0,0,0,0,1
@USER التذكره ع حسابش؟😂😤,0,NOT_HS,0,0,0,0,0,0,0,1
@USER شيوخ نجد خلوك تهذري بهم انت وغيرك تبكي بدولتكم سوا حد العاهره خلف الشاشه 🖕🏻,1,HS1,0,0,1,0,0,0,0,0
@USER اخس حساب 😣,1,NOT_HS,0,0,0,0,0,0,0,1
و للمرة المليون على التوالي احضر البايو ويكون مافي اتندس ما عااااافية ليك 😤,1,NOT_HS,0,0,0,0,0,0,0,1
"إذا ضاعت رَهبة المعصيّة حَلّ مكانها أُلفتها .. و إذا ألفت المعصية .. ضِعت أنت ,, 👌 💔 😶 👎 — 💔😞 URL",0,NOT_HS,0,0,0,0,0,0,0,1
@USER تحمل ذات الصفات من فصيلة الذبابيه والترقيه حثيليات وأهم شي القبيله ذباباويه 😷 URL,1,HS1,0,0,1,0,0,0,0,0
اقسم بالله انا سايب الفيس بسبب تكرار البوستات وافورة البنات ومحن الكلاب. <LF>ملقيهوش هنا بردو 😭👊,1,HS6,0,0,0,0,0,0,1,0
نفسهم اللي يقولون اغاني قوتسفن متشابهه ونفسهم اللي يقولون لازم مفهوم توايس يتغير !!هم لا يدعمون الفرقتين ولا يهمهم نجاح الفرقتين بس تعودوا يصيحون تحت اخبار الشركة كرييهين😷,1,NOT_HS,0,0,0,0,0,0,0,1
@USER وين كريس 😡,0,NOT_HS,0,0,0,0,0,0,0,1
@USER اشواا😤😂😂,0,NOT_HS,0,0,0,0,0,0,0,1
من الدفاره فيني ذاكرت جزئيه زياده ماهي معنا اي علمم يسمى هاذا يشهد اخت نيوتن 🔪.,0,NOT_HS,0,0,0,0,0,0,0,1
@USER ماتوقعتك تبيع الدم👎🏻👎🏻👎🏻,0,NOT_HS,0,0,0,0,0,0,0,1
اكرههه ا ك ر ه هالحركاااتتت 🖕🏻🖕🏻🖕🏻🖕🏻,1,NOT_HS,0,0,0,0,0,0,0,1
@USER احنا ماعندنا جيش الكتروني مثلكم شغلهم الرد ومدفوع لهم احنا نرد بدافع الوطنية والردود القذرة انتوا اللي تبرعون فيها بحكم نشأتكم وتربيتكم والفاظكم اللي واضحة امام العالم وع 🤮🤮🤮,1,HS3,0,0,0,0,1,0,0,0
الناس الأقوياء لا يوجهون حلولا...😘<LF>إنما يوجهون <LF>مشاكل... 😠<LF>الله يبعد عنا المشاكل 👐,0,NOT_HS,0,0,0,0,0,0,0,1
١/ عبدالرحمن قاصر زيهم بالمدرسه ٢/ فيك عرق كويتي او شي زي كذه ٣/ من عبيد الكوره ٤/ عايش بالرياض ٥/ بس تصارخ بالتايم لاين 😡 @USER,0,NOT_HS,0,0,0,0,0,0,0,1
لما موبايلي يقع مني فالشارع وابص على الشاشة وألاقيهااا مجرلهاش حاجة 😤<LF><LF>الموبايل زى الضناا غالى 😗 URL,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER بوعلي للأسف<LF>العدل يمين وهو يسار<LF>مجموعتي الاولى طبقين رئيسين وسلطه <LF>والمجموعه الثانيه يخفف عليهم<LF>،،<LF>ربي لايجعل له سلطه عليّ😷…,1,NOT_HS,0,0,0,0,0,0,0,1
بما اني مروحتش الكلية انهارده وبكرة اجازه انا قررت اني اذاكر ٧ محاضرات😡😡😡😡,0,NOT_HS,0,0,0,0,0,0,0,1
مشكله اليهال 👎🏼 URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER 👊👊وأحلي مهنه😂,0,NOT_HS,0,0,0,0,0,0,0,1
البنات ماعاد يستحون فشلونا😣 URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER هههههههههههههههههههههههههههههههههههه ماعندنا بنات ينامون بالمحاضره😂👊🏼.,0,NOT_HS,0,0,0,0,0,0,0,1
@USER قطعتي سوقنا طيب خلي لنا فرصه 😡,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER صار لجحر الحمار تاريخ من كثر ما حنا جالسين فيه 😡😂,1,NOT_HS,0,0,0,0,0,0,0,1
@USER ادارة فاااشلة 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,1,NOT_HS,0,0,0,0,0,0,0,1
@USER الله الله ويلوموني بحبك 😤😘,0,NOT_HS,0,0,0,0,0,0,0,1
@USER احلام 😷😷😷. ومالقيتي تسمعين الا هي 😩,0,NOT_HS,0,0,0,0,0,0,0,1
@USER 😂😂😂😂😂🔪💔ذبح تقطيع ثلاجه 🤪,0,NOT_HS,0,0,0,0,0,0,0,1
@USER مافي شي جديد💔😉نفس الحال ونفس المنوال معانا ونفس المشاكل تكرر بكل موسم 👎🏻,0,NOT_HS,0,0,0,0,0,0,0,1
@USER استغفرالله من صغر العقل وقلة الادب حسن الفاظك..<LF>ولا ع م قال المثل كلن وع م تربى عليه😒🔪,1,NOT_HS,0,0,0,0,0,0,0,1
لا يعني كذا راضين يا شيخ الله يلعنكم ويلعن عرضكم المخيس 🤮,1,NOT_HS,0,0,0,0,0,0,0,1
@USER انت بالذات ابيع عليگ دبل الدبل😂👊🏻,0,NOT_HS,0,0,0,0,0,0,0,1
@USER <LF>ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههہَ لاتخرررب علي 😩👊,0,NOT_HS,0,0,0,0,0,0,0,1
@USER احاااا انا لسه زى ما خلاص شغل اخش اضرب المدير عشان  اخرنى على الايف💪💨💥💨💥👊,1,NOT_HS,1,1,0,0,0,0,0,1
عزيزي #بايع_الكليجا<LF>ترا كل اللي يجونك اما مطلقات او مترهلات<LF>لا تقع في فخ ام ركبة 😷 #,1,HS6,0,0,0,0,0,0,1,0
@USER مالقيتي تحطين صورة الامراد بوز ناشب لنا في كل شيء حتى حمل ثريا😠,1,NOT_HS,0,0,0,0,0,0,0,1
@USER تخيلي يجيك وافد و يقول الرياض حقنا 🤣👎🏻,0,NOT_HS,0,0,0,0,0,0,0,1
@USER منو اللي مزعلج عاد كلش والا انتي 😡😡,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER والله العظيم صوره مباشر ريتويت و تعال خاص 👙😍😘🙏👠 URL,1,NOT_HS,1,0,0,0,0,0,0,1
يوم زي الفُل واختبار زي 💩,0,NOT_HS,0,0,0,0,0,0,0,1
@USER انت حدك صعلوك  مثلك يتكلم من ورا شاااشه . وأشكالك كثيره لكن الشرهه علي يوم انزل مستواي وأتكلم مع صعلوك من صعاليك تويتر 😷,1,NOT_HS,0,0,0,0,0,0,0,1
الواحد بدء يقسي ع نفسه وبدء يتحول لحاله غريبه 😢😧👌<LF>بسبب تراكمات قديمه وان روحه ماعدتش تستحمل حتي عود قش 💔👎,0,NOT_HS,0,0,0,0,0,0,0,1
@USER انتي شنووو🤔👊🏼,0,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا<LF>مشفح رجال ، عوانس ، ناقصات عقل أول مرة يشوفون رجال ، الله يبيدكن عن وجه الأرض 😷😷,1,HS6,0,1,0,0,0,0,1,0
@USER احبوووووووش😠😠😠,0,NOT_HS,0,0,0,0,0,0,0,1
"@USER هههههههههههههههههههههههههههههههههههههههه😂😅❤️."" <LF><LF>بدوووووووون فضاااايح 👊👊👊👊👊😂🙈🙈🙈",0,NOT_HS,0,0,0,0,0,0,0,1
@USER لو متربيه عرفت العيب! <LF>قسممم وقاااحه لأبعد حد!!اوك خقي ماقلنا شي بس بينك وبين نفسك اذا عندك كرامه وحيا😷,1,NOT_HS,0,0,0,0,0,0,0,1
RT @USER بلد ابوهم واللي جابوهم 😏😤<LF><LF>يكونش ده تشتبه أسماء ... ؟؟؟؟<LF>اقرأ الخبر ده ... بس اوعي تقول لانشراح ..<LF>شركة (... URL,1,NOT_HS,0,0,0,0,0,0,0,1
@USER تشم ايه دنا بلاستيك 😤😻,0,NOT_HS,0,0,0,0,0,0,0,1
@USER هههههههههههههههههه والله ماودي اضحك ياجهيمان فعلكم هو 👞👞👞بس😂😂,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER #رسالة_السيسي_بالزي_العسكري<LF>الكبير كبير عاش الزعيم ✌🏻❤<LF>وعاشت مصر تحت قيادته✌🏻<LF>وعاش حكم العسكر 🙌✌🏻<LF>موتو بغيظكم يااهل الشر👊🏽 ht…,0,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا<LF>مسكين لابس كمامة من ريحة العفن اللي حواليه 😷🤣🏃🏻‍♂️🏃🏻‍♂️ URL,1,NOT_HS,0,0,0,0,0,0,0,1
والله اني استحيت اكثر منه<LF>ان لم تستحي فافعل ماشئت👎🏼<LF> #بايع_الكليجا URL,1,NOT_HS,0,0,0,0,0,0,0,1
قلة حيا ومهزلة من بناتنا في هذا الهاشتاق مالومهم يوم يقولون ناقصات عقل ودين 👎🏻 #بايع_الكليجا,1,HS6,0,0,0,0,0,0,1,0
@USER يا خراشي ع الحنيه😊<LF>وبعدين تتعصبي وترمني بطبق الملوخية😀مالقيش امان الصراحة👊👊👊😂😂😂,0,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا<LF>والله قلة حياء مبسوطات من الوقاحه الي وصلت العالم بسببكم!<LF>الله يخلف على امهاتكم بس والاأنتن خلاص انفلتن<LF>شكل اخرالزمان الرجال الي بتتغطى والحريم بتكشف<LF>👎🏻👎🏻👎🏻👎🏻<LF>اذا بولايةاهاليهن كذا شعاد بلاولايه<LF>يارب استربس,1,HS6,0,0,0,0,0,0,1,0
@USER داحي حبيبي لا نخسر بعض 😘🔪,0,NOT_HS,0,0,0,0,0,0,0,1
@USER وال  حشه شكلها😂👊🏻,0,NOT_HS,0,0,0,0,0,0,0,1
@USER طيب الأفريقي مو إهانه او سبه اسم قاره نفس اسيوي او أوروبي ليش الناس صايره حساسه 😤,0,NOT_HS,0,0,0,0,0,0,0,1
@USER اذا اردت ان تبرز فبرز بشئ ايجابي ومفيد للجميع لاتثير حفيظه الناس حتى تشتهر 😠,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER ما اعتقد انه يمني هذا  ابو هنود يسرح ويمرح 😡,1,HS1,0,0,1,0,0,0,0,0
@USER تبي مصلحتك يا رمه 😤,1,NOT_HS,0,0,0,0,0,0,0,1
